33	1	1	1	0	4997	90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	463	1	38	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
52	1	1	2	0	5000	288	1	8	1	1	5	1	5	2	8	2	1	1	2	0	1	2	3	1	2	1	2	1	11	1	0	2167	1	65	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	4	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1
5	1	3	1	0	4716	91	1	2	1	1	1	1	4	2	4	3	1	1	1	0	1	1	7	1	1	1	6	1	1	1	0	335	1	5	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1
11	1	1	1	0	4988	1254	1	35	1	1	32	1	9	31	3	2	3	1	4	0	1	1	1	1	1	2	4	1	2	2	0	2458	1	15	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	2	1	1	1	1	0	1	1	0	1	1	1
11	1	1	1	0	3586	41	1	1	1	0	16	1	4	49	5	4	2	1	1	0	2	1	9	1	1	1	7	1	5	1	0	107	1	13	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1	2	1	0	0	0	1	1	1	1	1	1	2	0	1	1	0	1	1	1
10	1	1	1	0	5000	146	1	45	1	0	5	1	2	4	3	5	1	1	1	0	1	1	4	1	1	1	8	0	1	1	0	749	1	17	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1	3	1	0	0	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1
12	1	1	1	0	5000	2466	0	1	1	0	42	1	11	12	32	1	12	2	1	0	1	1	1	1	1	1	1	0	14	2	0	3158	1	25	1	1	1	1	0	0	2	0	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	1	1
1	1	1	2	0	2254	115	0	10	1	0	15	1	1	1	122	3	10	1	1	0	1	1	2	1	1	1	7	0	24	1	0	305	1	1	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	3	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1
2	1	2	1	0	5000	1033	0	36	1	0	2	1	6	6	5	10	15	1	4	0	1	1	9	1	1	1	17	0	2	2	0	2296	1	4	2	0	1	0	0	0	1	0	1	1	0	2	0	2	0	1	4	1	0	0	0	1	1	1	0	0	0	2	0	1	1	0	0	1	1
2047	0	2	2	0	4476	236	0	100	1	0	2	1	7	1	48	1	37	1	3	0	1	1	7	1	1	2	7	0	17	1	0	118	1	2196	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	3	1	0	0	0	1	1	1	0	0	0	2	0	1	1	0	0	1	1
2636	0	2	1	0	4513	3760	0	38	1	0	39	1	1	12	245	2	3	1	1	0	1	1	3	1	1	1	1	0	57	1	0	143	1	2720	1	0	1	0	0	0	1	0	1	1	0	1	0	2	0	1	3	1	0	0	0	1	1	2	0	0	0	1	0	1	1	0	0	1	1
186	0	2	1	0	4897	16	0	102	1	0	38	1	6	4	203	9	2	2	1	0	1	1	3	1	1	2	12	0	45	1	0	16	1	205	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	2	2	1	0	0	0	1	1	1	0	0	0	2	0	1	1	0	0	1	1
3033	0	2	5	0	5000	250	0	29	1	0	11	1	3	1	4	2	1	1	3	0	1	1	1	1	1	1	25	0	1	2	0	194	1	3265	1	0	2	0	0	0	1	0	1	1	0	1	0	1	0	1	7	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	1	1
3049	0	1	1	0	5000	1312	0	7	1	0	9	1	1	5	9	1	2	1	1	0	1	1	4	1	1	1	4	0	12	1	0	371	1	3239	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	2	1	0	0	0	1	1	2	0	0	0	1	0	1	1	0	0	1	1
906	0	1	1	0	4663	4992	0	27	1	0	11	1	5	5	107	1	2	2	2	0	3	1	4	1	1	1	1	0	19	1	0	1021	1	1210	1	0	1	0	0	0	1	0	1	1	0	3	0	1	0	1	2	1	0	0	0	1	1	2	0	0	0	1	0	1	1	0	0	1	1
114	0	1	1	0	4614	12	0	55	1	0	27	1	5	3	452	1	2	1	1	0	1	1	1	1	1	1	1	0	87	1	0	32	1	139	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	0	0	0	1	1	2	0	0	0	1	0	1	1	0	0	1	1
1286	0	2	2	0	5000	65	0	46	1	0	42	1	1	4	298	3	1	2	2	0	1	2	2	1	1	1	1	0	76	1	0	111	1	1492	1	0	2	0	0	0	2	0	1	1	0	1	0	1	0	1	2	1	0	0	0	0	2	1	0	0	0	1	0	1	1	0	0	1	1
4275	0	2	2	0	5000	259	0	3	1	0	20	1	1	3	1	4	2	1	1	0	1	1	9	1	1	1	5	0	11	1	0	192	1	4448	1	0	1	0	0	0	1	0	1	1	0	2	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	3	0	1	1	0	0	1	1
2388	0	1	2	0	5000	2033	0	7	2	0	21	1	16	2	31	4	10	1	1	0	1	1	4	1	1	1	6	0	20	1	0	1138	1	2960	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	3	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	1	1
980	0	1	1	0	4853	4990	0	2	1	0	8	1	12	8	43	1	1	1	1	0	1	1	5	1	1	1	4	0	82	1	0	1637	1	1400	0	0	2	0	0	0	2	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1
142	0	2	2	0	3810	116	0	37	1	0	1	1	1	35	535	3	1	1	2	0	1	1	5	1	1	1	1	0	330	1	0	366	1	165	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	2	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1
1078	0	4	2	0	5000	207	0	19	2	0	1	1	1	8	473	4	1	1	1	0	1	1	3	1	1	1	8	0	89	1	0	1057	1	1248	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1
1397	0	1	2	0	5000	182	0	98	1	0	3	1	8	2	52	2	2	1	1	0	1	1	1	1	2	1	8	0	3	2	0	747	1	1688	0	0	1	0	0	0	1	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	4	0	1	1	0	0	0	1
2228	0	1	1	0	5000	926	0	3	1	0	7	1	7	1	1	4	9	1	4	0	2	3	6	1	1	1	3	0	2	1	0	843	1	2896	0	0	1	0	0	0	1	0	1	0	0	2	0	1	0	0	3	0	0	0	0	0	1	1	0	0	0	2	0	1	1	0	0	0	2
507	0	1	1	0	5000	4548	0	3	1	0	4	1	3	6	1	4	11	1	1	0	2	1	7	1	1	1	1	0	4	1	0	1818	1	1594	0	0	1	0	0	0	2	0	1	0	0	2	0	1	0	0	4	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1
108	0	2	1	0	4012	5000	0	2	0	0	2	1	1	3	4	3	3	1	1	0	1	1	2	1	1	1	4	0	58	2	0	1182	2	284	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	4	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1
38	0	2	1	0	5000	309	0	19	0	0	1	1	4	18	34	4	4	1	1	0	2	1	2	1	1	1	6	0	1	1	0	810	2	42	0	0	1	0	0	0	1	0	1	0	0	2	0	1	0	0	6	0	0	0	0	0	3	1	0	0	0	2	0	1	1	0	0	0	1
33	0	3	1	0	5000	148	0	2	0	0	2	1	5	13	7	2	1	1	1	0	1	2	2	1	1	2	8	0	42	1	0	655	2	36	0	0	1	0	0	0	1	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	1	1	0	0	0	1
118	0	4	1	0	5000	106	0	19	0	0	1	2	6	30	5	7	8	1	1	0	1	1	6	0	1	1	1	0	177	1	0	1045	1	148	0	0	1	0	0	0	1	0	1	0	0	3	0	1	0	0	3	0	0	0	0	0	1	1	0	0	0	2	0	1	1	0	0	0	3
123	0	1	1	0	5000	4866	0	14	0	0	27	1	2	1	1	1	24	2	3	0	1	1	11	0	1	1	1	0	2	1	0	2479	1	279	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1
4	0	1	1	0	5000	49	0	33	0	0	18	0	1	7	4	1	9	1	1	0	2	2	4	0	1	1	1	0	18	1	0	177	1	4	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1
6	0	1	1	0	5000	78	0	1	0	0	10	0	2	52	4	2	2	1	1	0	1	1	2	0	1	1	7	0	1	1	0	346	1	8	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1
5	0	2	1	0	5000	704	0	6	0	0	2	0	6	119	13	1	4	2	1	0	1	1	1	0	1	1	5	0	5	1	0	1317	1	5	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	0	3	0	0	0	0	0	1	2	0	0	0	1	0	1	1	0	0	0	1
11	0	1	2	0	5000	3989	0	47	0	0	7	0	8	3	7	4	4	1	1	0	1	1	1	0	1	1	18	0	1	1	0	4303	1	20	0	0	0	0	0	0	2	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	2	0	1	1	0	0	0	1
6	0	1	1	0	1353	5000	0	104	0	0	34	0	1	7	2	1	1	2	1	0	2	1	7	0	2	1	2	0	24	1	0	4839	1	20	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	2
7	0	1	1	0	5000	124	0	3	0	0	13	0	1	2	23	2	1	1	2	0	1	1	3	0	1	1	1	0	22	2	0	424	1	7	0	0	0	0	0	0	1	0	1	0	0	2	0	2	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	1
10	0	1	1	0	5000	607	0	6	0	0	6	0	5	2	94	5	1	1	1	0	1	1	10	0	2	2	1	0	52	1	0	1386	1	16	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	4	0	1	0	0	0	0	2
11	0	1	1	0	5000	1378	0	11	0	0	2	0	6	4	189	3	1	1	1	0	1	1	7	0	1	1	1	0	1	1	0	3357	1	19	0	0	0	0	0	0	1	0	1	0	0	3	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	2
9	0	1	1	0	5000	5000	0	1	0	0	1	0	5	13	1	1	1	1	1	0	2	2	14	0	1	1	1	0	1	1	0	4729	1	27	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	1
3	0	1	2	0	3721	119	0	28	0	0	32	0	6	1	1	4	7	2	5	0	2	3	4	0	2	1	1	0	24	2	0	620	2	3	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	2
3	0	2	1	0	4212	1634	0	117	0	0	41	0	6	12	28	1	7	1	2	0	3	1	2	0	1	1	7	0	26	1	0	5000	1	3	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1
460	0	2	1	0	2923	115	0	85	0	0	15	0	1	6	142	1	1	1	1	0	1	1	1	0	1	1	2	0	46	1	0	41	1	478	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	1	0	0	0	0	0	1	2	0	0	0	2	0	1	0	0	0	0	2
41	0	2	1	0	5000	4	0	1	0	0	4	0	7	13	268	2	3	3	1	0	1	1	3	0	3	1	4	0	13	1	0	5	1	42	0	0	0	0	0	0	1	0	1	0	0	4	0	1	0	0	1	0	0	0	0	0	3	3	0	0	0	2	0	0	0	0	0	0	2
1858	0	6	2	0	5000	190	0	1	0	0	6	0	10	117	44	6	1	1	2	0	1	1	4	0	2	1	4	0	42	1	0	117	1	2019	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1
2910	0	1	5	0	5000	2774	0	16	0	0	7	0	5	1	17	2	1	1	1	0	1	1	11	0	1	1	2	0	6	1	0	122	3	2974	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
1624	0	4	2	0	4410	4945	0	100	0	0	5	0	1	8	1	1	4	0	1	0	2	1	1	0	5	1	6	0	34	1	0	449	1	1822	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
58	0	1	1	0	5000	2	0	61	0	0	42	0	1	7	5	1	2	0	1	0	1	1	1	0	1	1	9	0	64	1	0	10	1	69	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2
191	0	1	1	0	5000	10	0	46	0	0	67	0	3	13	59	1	1	0	1	0	3	1	1	0	1	1	2	0	84	1	0	14	1	218	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
2164	0	3	1	0	5000	141	0	284	0	0	16	0	5	101	368	7	1	0	3	0	1	1	3	0	2	2	3	0	39	2	0	151	1	2350	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	2
3362	0	1	3	0	5000	1140	0	1	0	0	14	0	13	2	304	1	7	0	3	0	2	1	8	0	1	1	3	0	74	1	0	158	2	3458	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2
1328	0	1	1	0	4915	5000	0	8	0	0	7	0	2	2	77	1	2	0	1	0	2	1	8	0	1	1	8	0	2	1	0	981	1	1658	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0	2
159	0	1	1	0	3289	5000	0	14	0	0	12	0	1	1	33	2	3	0	1	0	2	2	1	0	1	1	3	0	12	1	0	398	1	222	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1
