92	102	26
93	102	26
92	103	26
93	103	26
91	104	26
92	104	26
93	104	26
91	105	26
92	105	26
92	98	27
93	98	27
91	99	27
92	99	27
93	99	27
94	99	27
90	100	27
91	100	27
92	100	27
93	100	27
94	100	27
90	101	27
91	101	27
92	101	27
93	101	27
94	101	27
95	101	27
91	102	27
92	102	27
93	102	27
94	102	27
91	103	27
92	103	27
93	103	27
94	103	27
95	103	27
91	104	27
92	104	27
93	104	27
94	104	27
91	105	27
92	105	27
92	97	28
91	98	28
92	98	28
93	98	28
94	98	28
90	99	28
91	99	28
92	99	28
93	99	28
94	99	28
95	99	28
96	99	28
89	100	28
90	100	28
91	100	28
92	100	28
93	100	28
94	100	28
95	100	28
96	100	28
89	101	28
90	101	28
91	101	28
92	101	28
93	101	28
94	101	28
95	101	28
96	101	28
90	102	28
91	102	28
92	102	28
93	102	28
94	102	28
95	102	28
90	103	28
91	103	28
92	103	28
93	103	28
94	103	28
95	103	28
91	104	28
92	104	28
93	104	28
94	104	28
95	104	28
94	105	28
94	106	28
91	95	29
92	95	29
90	96	29
91	96	29
92	96	29
93	96	29
90	97	29
91	97	29
92	97	29
93	97	29
94	97	29
95	97	29
90	98	29
91	98	29
92	98	29
93	98	29
94	98	29
95	98	29
96	98	29
89	99	29
90	99	29
91	99	29
92	99	29
93	99	29
94	99	29
95	99	29
96	99	29
89	100	29
90	100	29
91	100	29
92	100	29
93	100	29
94	100	29
95	100	29
96	100	29
89	101	29
90	101	29
91	101	29
92	101	29
93	101	29
94	101	29
95	101	29
96	101	29
89	102	29
90	102	29
91	102	29
92	102	29
93	102	29
94	102	29
95	102	29
96	102	29
89	103	29
90	103	29
91	103	29
92	103	29
93	103	29
94	103	29
95	103	29
96	103	29
90	104	29
91	104	29
92	104	29
93	104	29
94	104	29
95	104	29
96	104	29
91	105	29
93	105	29
94	105	29
94	106	29
92	93	30
91	94	30
92	94	30
89	95	30
90	95	30
91	95	30
92	95	30
93	95	30
89	96	30
90	96	30
91	96	30
92	96	30
93	96	30
94	96	30
89	97	30
90	97	30
91	97	30
92	97	30
93	97	30
94	97	30
95	97	30
89	98	30
90	98	30
91	98	30
92	98	30
93	98	30
94	98	30
95	98	30
89	99	30
90	99	30
91	99	30
92	99	30
93	99	30
94	99	30
95	99	30
96	99	30
89	100	30
90	100	30
91	100	30
92	100	30
93	100	30
94	100	30
95	100	30
96	100	30
89	101	30
90	101	30
91	101	30
92	101	30
93	101	30
94	101	30
95	101	30
96	101	30
89	102	30
90	102	30
91	102	30
92	102	30
93	102	30
94	102	30
95	102	30
96	102	30
89	103	30
90	103	30
91	103	30
92	103	30
93	103	30
94	103	30
95	103	30
96	103	30
89	104	30
90	104	30
91	104	30
92	104	30
93	104	30
95	104	30
96	104	30
90	105	30
91	105	30
92	91	31
91	92	31
92	92	31
93	92	31
90	93	31
91	93	31
92	93	31
93	93	31
94	93	31
90	94	31
91	94	31
92	94	31
93	94	31
94	94	31
89	95	31
90	95	31
91	95	31
92	95	31
93	95	31
94	95	31
95	95	31
88	96	31
89	96	31
90	96	31
91	96	31
92	96	31
93	96	31
94	96	31
95	96	31
88	97	31
89	97	31
90	97	31
91	97	31
92	97	31
93	97	31
94	97	31
95	97	31
89	98	31
90	98	31
91	98	31
92	98	31
93	98	31
94	98	31
95	98	31
96	98	31
88	99	31
89	99	31
90	99	31
91	99	31
92	99	31
93	99	31
94	99	31
95	99	31
96	99	31
88	100	31
89	100	31
90	100	31
91	100	31
92	100	31
93	100	31
94	100	31
95	100	31
96	100	31
97	100	31
88	101	31
89	101	31
90	101	31
91	101	31
92	101	31
93	101	31
94	101	31
95	101	31
96	101	31
97	101	31
88	102	31
89	102	31
90	102	31
91	102	31
92	102	31
93	102	31
94	102	31
95	102	31
96	102	31
88	103	31
89	103	31
90	103	31
91	103	31
92	103	31
93	103	31
94	103	31
95	103	31
96	103	31
88	104	31
89	104	31
90	104	31
91	104	31
92	104	31
93	104	31
89	105	31
90	105	31
91	105	31
91	91	32
92	91	32
93	91	32
90	92	32
91	92	32
92	92	32
93	92	32
94	92	32
89	93	32
90	93	32
91	93	32
92	93	32
93	93	32
94	93	32
95	93	32
89	94	32
90	94	32
91	94	32
92	94	32
93	94	32
