83,58,61
84,58,61
83,59,61
83,58,62
84,58,62
83,59,62
84,59,62
83,60,62
86,57,63
84,58,63
85,58,63
86,58,63
83,59,63
84,59,63
85,59,63
83,60,63
84,60,63
83,61,63
84,61,63
85,58,64
86,58,64
84,59,64
85,59,64
86,59,64
84,60,64
85,60,64
83,61,64
84,61,64
86,59,65
87,59,65
75,60,65
76,60,65
77,60,65
84,60,65
85,60,65
86,60,65
76,61,65
84,61,65
85,61,65
84,62,65
88,58,66
75,59,66
76,59,66
77,59,66
87,59,66
88,59,66
75,60,66
76,60,66
77,60,66
78,60,66
85,60,66
86,60,66
76,61,66
77,61,66
78,61,66
84,61,66
85,61,66
83,62,66
84,62,66
89,55,67
89,56,67
88,57,67
89,57,67
74,58,67
75,58,67
76,58,67
88,58,67
89,58,67
74,59,67
75,59,67
76,59,67
77,59,67
87,59,67
88,59,67
74,60,67
75,60,67
77,60,67
78,60,67
79,60,67
86,60,67
87,60,67
75,61,67
78,61,67
79,61,67
81,61,67
82,61,67
83,61,67
84,61,67
85,61,67
86,61,67
83,62,67
84,62,67
88,52,68
89,52,68
89,53,68
88,54,68
89,54,68
90,54,68
88,55,68
89,55,68
90,55,68
89,56,68
90,56,68
74,57,68
75,57,68
76,57,68
89,57,68
90,57,68
74,58,68
75,58,68
76,58,68
89,58,68
74,59,68
75,59,68
76,59,68
77,59,68
88,59,68
89,59,68
74,60,68
75,60,68
77,60,68
78,60,68
79,60,68
86,60,68
87,60,68
75,61,68
79,61,68
80,61,68
81,61,68
82,61,68
83,61,68
84,61,68
85,61,68
86,61,68
88,51,69
89,52,69
89,53,69
90,53,69
88,54,69
89,54,69
90,54,69
86,55,69
87,55,69
88,55,69
89,55,69
90,55,69
74,56,69
75,56,69
87,56,69
88,56,69
89,56,69
90,56,69
74,57,69
75,57,69
76,57,69
77,57,69
87,57,69
88,57,69
89,57,69
90,57,69
74,58,69
75,58,69
76,58,69
77,58,69
89,58,69
90,58,69
74,59,69
75,59,69
77,59,69
89,59,69
74,60,69
75,60,69
78,60,69
79,60,69
87,60,69
74,61,69
75,61,69
79,61,69
80,61,69
81,61,69
82,61,69
83,61,69
84,61,69
85,61,69
86,61,69
87,50,70
90,52,70
89,53,70
90,53,70
86,54,70
87,54,70
88,54,70
89,54,70
90,54,70
75,55,70
76,55,70
84,55,70
85,55,70
86,55,70
87,55,70
88,55,70
89,55,70
90,55,70
75,56,70
76,56,70
77,56,70
81,56,70
82,56,70
83,56,70
84,56,70
85,56,70
86,56,70
87,56,70
73,57,70
74,57,70
75,57,70
76,57,70
77,57,70
82,57,70
83,57,70
84,57,70
85,57,70
86,57,70
87,57,70
88,57,70
89,57,70
73,58,70
74,58,70
75,58,70
77,58,70
88,58,70
89,58,70
90,58,70
74,59,70
79,59,70
88,59,70
89,59,70
74,60,70
75,60,70
79,60,70
87,60,70
88,60,70
74,61,70
75,61,70
80,61,70
81,61,70
82,61,70
86,61,70
87,61,70
85,50,71
86,50,71
87,50,71
85,51,71
86,51,71
87,51,71
88,51,71
87,52,71
88,52,71
89,52,71
90,52,71
87,53,71
88,53,71
89,53,71
90,53,71
75,54,71
76,54,71
81,54,71
86,54,71
87,54,71
88,54,71
89,54,71
90,54,71
75,55,71
76,55,71
77,55,71
80,55,71
81,55,71
82,55,71
83,55,71
84,55,71
85,55,71
86,55,71
87,55,71
88,55,71
89,55,71
90,55,71
75,56,71
76,56,71
77,56,71
78,56,71
80,56,71
81,56,71
82,56,71
83,56,71
84,56,71
85,56,71
73,57,71
74,57,71
75,57,71
77,57,71
78,57,71
79,57,71
80,57,71
81,57,71
82,57,71
73,58,71
74,58,71
78,58,71
79,58,71
80,58,71
81,58,71
82,58,71
83,58,71
84,58,71
85,58,71
86,58,71
87,58,71
88,58,71
74,59,71
79,59,71
80,59,71
81,59,71
82,59,71
83,59,71
84,59,71
85,59,71
86,59,71
87,59,71
88,59,71
89,59,71
74,60,71
75,60,71
79,60,71
80,60,71
81,60,71
86,60,71
87,60,71
88,60,71
74,61,71
75,61,71
80,61,71
81,61,71
86,61,71
87,61,71
84,51,72
85,51,72
86,51,72
80,52,72
81,52,72
85,52,72
86,52,72
87,52,72
88,52,72
74,53,72
75,53,72
76,53,72
80,53,72
81,53,72
87,53,72
88,53,72
89,53,72
74,54,72
75,54,72
76,54,72
77,54,72
78,54,72
79,54,72
80,54,72
81,54,72
82,54,72
87,54,72
88,54,72
89,54,72
90,54,72
76,55,72
77,55,72
78,55,72
79,55,72
80,55,72
81,55,72
82,55,72
83,55,72
84,55,72
85,55,72
86,55,72
87,55,72
89,55,72
90,55,72
74,56,72
77,56,72
78,56,72
79,56,72
80,56,72
81,56,72
85,56,72
86,56,72
73,57,72
74,57,72
78,57,72
79,57,72
80,57,72
81,57,72
73,58,72
74,58,72
79,58,72
80,58,72
81,58,72
74,59,72
79,59,72
80,59,72
81,59,72
82,59,72
83,59,72
74,60,72
75,60,72
80,60,72
81,60,72
82,60,72
83,60,72
84,60,72
85,60,72
74,61,72
75,61,72
81,61,72
82,61,72
83,61,72
84,61,72
85,61,72
86,48,73
86,49,73
79,50,73
84,50,73
85,50,73
86,50,73
75,51,73
76,51,73
77,51,73
78,51,73
79,51,73
80,51,73
83,51,73
84,51,73
85,51,73
86,51,73
74,52,73
75,52,73
76,52,73
77,52,73
78,52,73
79,52,73
80,52,73
81,52,73
82,52,73
85,52,73
86,52,73
74,53,73
75,53,73
76,53,73
77,53,73
78,53,73
79,53,73
80,53,73
81,53,73
82,53,73
83,53,73
86,53,73
87,53,73
88,53,73
73,54,73
74,54,73
77,54,73
78,54,73
79,54,73
80,54,73
82,54,73
83,54,73
87,54,73
88,54,73
89,54,73
73,55,73
77,55,73
78,55,73
79,55,73
80,55,73
83,55,73
84,55,73
85,55,73
89,55,73
73,56,73
74,56,73
78,56,73
79,56,73
80,56,73
85,56,73
86,56,73
87,56,73
89,56,73
90,56,73
73,57,73
74,57,73
79,57,73
80,57,73
81,57,73
88,57,73
89,57,73
73,58,73
74,58,73
79,58,73
80,58,73
81,58,73
74,59,73
75,59,73
80,59,73
81,59,73
82,59,73
74,60,73
75,60,73
81,60,73
82,60,73
83,60,73
75,61,73
76,61,73
82,61,73
83,61,73
87,46,74
87,47,74
87,48,74
78,49,74
79,49,74
85,49,74
86,49,74
87,49,74
74,50,74
75,50,74
76,50,74
77,50,74
78,50,74
79,50,74
80,50,74
85,50,74
86,50,74
87,50,74
76,51,74
77,51,74
78,51,74
79,51,74
80,51,74
82,51,74
83,51,74
86,51,74
87,51,74
77,52,74
78,52,74
82,52,74
83,52,74
86,52,74
87,52,74
78,53,74
83,53,74
87,53,74
88,53,74
73,54,74
83,54,74
84,54,74
88,54,74
73,55,74
84,55,74
85,55,74
88,55,74
73,56,74
74,56,74
85,56,74
86,56,74
89,56,74
73,57,74
74,57,74
86,57,74
87,57,74
88,57,74
89,57,74
73,58,74
74,58,74
88,58,74
74,59,74
75,59,74
74,60,74
75,60,74
76,61,74
87,44,75
87,45,75
87,46,75
87,47,75
75,48,75
76,48,75
77,48,75
78,48,75
79,48,75
73,49,75
74,49,75
75,49,75
76,49,75
77,49,75
78,49,75
79,49,75
87,49,75
73,50,75
74,50,75
75,50,75
76,50,75
77,50,75
78,50,75
79,50,75
87,50,75
87,51,75
82,52,75
83,52,75
87,52,75
83,53,75
84,53,75
88,53,75
73,54,75
83,54,75
84,54,75
88,54,75
73,55,75
74,55,75
84,55,75
85,55,75
88,55,75
73,56,75
74,56,75
85,56,75
86,56,75
88,56,75
73,57,75
74,57,75
75,57,75
86,57,75
87,57,75
88,57,75
73,58,75
74,58,75
87,58,75
74,59,75
75,59,75
74,60,75
75,60,75
75,61,75
76,61,75
87,44,76
88,44,76
87,45,76
86,46,76
86,47,76
74,48,76
76,48,76
77,48,76
86,48,76
73,49,76
74,49,76
75,49,76
76,49,76
79,49,76
80,49,76
73,50,76
74,50,76
75,50,76
80,50,76
81,50,76
74,51,76
75,51,76
82,51,76
83,51,76
87,51,76
74,52,76
75,52,76
82,52,76
83,52,76
87,52,76
74,53,76
75,53,76
83,53,76
84,53,76
73,54,76
74,54,76
75,54,76
76,54,76
83,54,76
84,54,76
85,54,76
73,55,76
74,55,76
75,55,76
76,55,76
77,55,76
84,55,76
85,55,76
88,55,76
73,56,76
74,56,76
75,56,76
76,56,76
77,56,76
84,56,76
85,56,76
86,56,76
88,56,76
73,57,76
74,57,76
75,57,76
76,57,76
77,57,76
85,57,76
86,57,76
87,57,76
88,57,76
73,58,76
74,58,76
75,58,76
86,58,76
87,58,76
72,59,76
73,59,76
74,59,76
75,59,76
72,60,76
73,61,76
87,44,77
86,45,77
86,46,77
86,47,77
73,48,77
74,48,77
76,48,77
77,48,77
78,48,77
86,48,77
73,49,77
74,49,77
75,49,77
79,49,77
80,49,77
81,49,77
86,49,77
73,50,77
74,50,77
75,50,77
80,50,77
81,50,77
86,50,77
74,51,77
75,51,77
76,51,77
81,51,77
82,51,77
86,51,77
74,52,77
75,52,77
76,52,77
77,52,77
82,52,77
83,52,77
86,52,77
74,53,77
75,53,77
76,53,77
77,53,77
83,53,77
84,53,77
74,54,77
75,54,77
76,54,77
77,54,77
83,54,77
84,54,77
85,54,77
74,55,77
75,55,77
76,55,77
77,55,77
78,55,77
84,55,77
85,55,77
87,55,77
74,56,77
75,56,77
76,56,77
77,56,77
78,56,77
84,56,77
85,56,77
86,56,77
87,56,77
74,57,77
75,57,77
76,57,77
77,57,77
78,57,77
79,57,77
84,57,77
85,57,77
86,57,77
87,57,77
74,58,77
75,58,77
76,58,77
77,58,77
78,58,77
79,58,77
86,58,77
73,59,77
74,59,77
75,59,77
76,59,77
77,59,77
78,59,77
79,59,77
79,60,77
86,44,78
84,46,78
74,47,78
75,47,78
76,47,78
84,47,78
73,48,78
74,48,78
75,48,78
76,48,78
77,48,78
78,48,78
79,48,78
83,48,78
84,48,78
73,49,78
74,49,78
79,49,78
80,49,78
84,49,78
73,50,78
74,50,78
75,50,78
80,50,78
81,50,78
84,50,78
74,51,78
75,51,78
76,51,78
81,51,78
84,51,78
85,51,78
74,52,78
75,52,78
76,52,78
81,52,78
82,52,78
84,52,78
85,52,78
74,53,78
75,53,78
76,53,78
77,53,78
82,53,78
83,53,78
84,53,78
85,53,78
74,54,78
75,54,78
76,54,78
77,54,78
82,54,78
83,54,78
84,54,78
85,54,78
74,55,78
75,55,78
76,55,78
77,55,78
83,55,78
84,55,78
85,55,78
86,55,78
74,56,78
75,56,78
76,56,78
77,56,78
78,56,78
83,56,78
84,56,78
85,56,78
86,56,78
75,57,78
78,57,78
79,57,78
84,57,78
85,57,78
86,57,78
75,58,78
78,58,78
79,58,78
75,59,78
76,59,78
79,59,78
80,59,78
79,60,78
80,60,78
79,61,78
80,61,78
81,61,78
80,62,78
81,62,78
80,63,78
81,66,78
83,46,79
84,46,79
74,47,79
75,47,79
76,47,79
83,47,79
84,47,79
73,48,79
74,48,79
75,48,79
76,48,79
77,48,79
78,48,79
79,48,79
82,48,79
83,48,79
73,49,79
74,49,79
78,49,79
79,49,79
80,49,79
83,49,79
73,50,79
74,50,79
79,50,79
80,50,79
81,50,79
83,50,79
73,51,79
74,51,79
75,51,79
80,51,79
81,51,79
84,51,79
73,52,79
74,52,79
75,52,79
81,52,79
84,52,79
73,53,79
74,53,79
75,53,79
81,53,79
82,53,79
84,53,79
73,54,79
74,54,79
75,54,79
82,54,79
83,54,79
84,54,79
85,54,79
73,55,79
74,55,79
75,55,79
82,55,79
83,55,79
84,55,79
85,55,79
73,56,79
74,56,79
75,56,79
76,56,79
77,56,79
83,56,79
84,56,79
85,56,79
74,57,79
75,57,79
76,57,79
77,57,79
78,57,79
83,57,79
84,57,79
85,57,79
76,58,79
77,58,79
78,58,79
79,58,79
75,59,79
76,59,79
79,59,79
80,59,79
80,60,79
80,61,79
81,61,79
80,62,79
81,62,79
79,63,79
80,63,79
81,63,79
80,64,79
81,64,79
81,65,79
81,66,79
82,66,79
82,67,79
83,67,79
82,46,80
83,46,80
73,47,80
74,47,80
75,47,80
76,47,80
82,47,80
83,47,80
73,48,80
74,48,80
75,48,80
76,48,80
77,48,80
82,48,80
73,49,80
77,49,80
78,49,80
79,49,80
82,49,80
83,49,80
73,50,80
78,50,80
79,50,80
83,50,80
73,51,80
79,51,80
80,51,80
83,51,80
73,52,80
74,52,80
79,52,80
80,52,80
81,52,80
83,52,80
84,52,80
72,53,80
73,53,80
74,53,80
80,53,80
81,53,80
84,53,80
73,54,80
81,54,80
84,54,80
73,55,80
74,55,80
81,55,80
84,55,80
73,56,80
74,56,80
82,56,80
83,56,80
84,56,80
73,57,80
74,57,80
75,57,80
76,57,80
83,57,80
84,57,80
73,58,80
74,58,80
75,58,80
76,58,80
77,58,80
73,59,80
74,59,80
75,59,80
76,59,80
77,59,80
78,59,80
79,59,80
73,60,80
74,60,80
75,60,80
76,60,80
77,60,80
78,60,80
79,60,80
80,60,80
80,61,80
79,62,80
80,62,80
78,63,80
79,63,80
80,63,80
80,64,80
80,65,80
81,65,80
81,66,80
82,66,80
83,66,80
76,67,80
77,67,80
78,67,80
81,67,80
82,67,80
83,67,80
74,68,80
76,68,80
77,68,80
78,68,80
79,68,80
80,68,80
81,68,80
82,68,80
83,68,80
74,69,80
75,69,80
76,69,80
77,69,80
78,69,80
79,69,80
80,69,80
81,69,80
82,69,80
83,69,80
76,70,80
77,70,80
78,70,80
73,47,81
74,47,81
75,47,81
76,47,81
82,47,81
73,48,81
74,48,81
75,48,81
76,48,81
82,48,81
73,49,81
77,49,81
82,49,81
73,50,81
77,50,81
78,50,81
83,50,81
73,51,81
77,51,81
78,51,81
79,51,81
83,51,81
73,52,81
78,52,81
83,52,81
73,53,81
79,53,81
80,53,81
81,53,81
73,54,81
79,54,81
80,54,81
81,54,81
73,55,81
80,55,81
81,55,81
84,55,81
73,56,81
81,56,81
82,56,81
83,56,81
84,56,81
73,57,81
74,57,81
83,57,81
73,58,81
74,58,81
73,59,81
74,59,81
75,59,81
73,60,81
74,60,81
75,60,81
76,60,81
73,61,81
74,61,81
75,61,81
76,61,81
77,61,81
78,61,81
79,61,81
77,62,81
78,62,81
79,62,81
77,63,81
78,63,81
79,63,81
78,64,81
79,65,81
80,65,81
81,65,81
75,66,81
76,66,81
77,66,81
78,66,81
79,66,81
80,66,81
81,66,81
82,66,81
83,66,81
74,67,81
75,67,81
76,67,81
77,67,81
78,67,81
79,67,81
80,67,81
81,67,81
82,67,81
83,67,81
74,68,81
75,68,81
76,68,81
80,68,81
81,68,81
82,68,81
73,47,82
74,47,82
75,47,82
73,48,82
74,48,82
75,48,82
76,48,82
73,49,82
76,49,82
79,49,82
82,49,82
73,50,82
76,50,82
77,50,82
80,50,82
81,50,82
82,50,82
73,51,82
77,51,82
81,51,82
82,51,82
83,51,82
73,52,82
77,52,82
81,52,82
82,52,82
83,52,82
73,53,82
77,53,82
78,53,82
80,53,82
81,53,82
82,53,82
83,53,82
73,54,82
77,54,82
78,54,82
79,54,82
80,54,82
82,54,82
83,54,82
73,55,82
79,55,82
80,55,82
82,55,82
83,55,82
73,56,82
80,56,82
81,56,82
82,56,82
83,56,82
73,57,82
74,57,82
73,58,82
74,58,82
75,58,82
73,59,82
74,59,82
75,59,82
73,60,82
74,60,82
75,60,82
73,61,82
74,61,82
75,61,82
74,62,82
75,62,82
76,62,82
77,62,82
78,62,82
74,63,82
75,63,82
76,63,82
77,63,82
78,63,82
79,63,82
77,64,82
78,64,82
79,64,82
80,64,82
77,65,82
78,65,82
79,65,82
80,65,82
81,65,82
82,65,82
75,66,82
76,66,82
77,66,82
78,66,82
79,66,82
80,66,82
81,66,82
82,66,82
83,66,82
74,67,82
75,67,82
76,67,82
77,67,82
78,67,82
79,67,82
80,67,82
81,67,82
82,67,82
83,67,82
75,68,82
76,68,82
73,47,83
74,47,83
72,48,83
73,48,83
74,48,83
75,48,83
79,48,83
73,49,83
79,49,83
80,49,83
81,49,83
73,50,83
79,50,83
80,50,83
81,50,83
73,51,83
80,51,83
81,51,83
73,52,83
80,52,83
81,52,83
73,53,83
80,53,83
81,53,83
73,54,83
77,54,83
80,54,83
81,54,83
73,55,83
78,55,83
79,55,83
80,55,83
81,55,83
73,56,83
74,56,83
73,57,83
74,57,83
75,57,83
73,58,83
74,58,83
75,58,83
74,59,83
75,59,83
76,59,83
74,60,83
75,60,83
76,60,83
73,61,83
74,61,83
75,61,83
73,62,83
74,62,83
75,62,83
74,63,83
75,63,83
76,63,83
77,63,83
78,63,83
79,63,83
76,64,83
77,64,83
78,64,83
79,64,83
80,64,83
81,64,83
77,65,83
78,65,83
79,65,83
81,65,83
82,65,83
74,66,83
75,66,83
76,66,83
77,66,83
78,66,83
79,66,83
82,66,83
74,67,83
75,67,83
76,67,83
77,67,83
78,67,83
79,67,83
80,67,83
81,67,83
75,68,83
76,68,83
77,68,83
77,69,83
72,48,84
73,48,84
74,48,84
75,49,84
78,49,84
73,50,84
75,50,84
78,50,84
79,50,84
71,51,84
72,51,84
73,51,84
79,51,84
73,52,84
79,52,84
73,53,84
79,53,84
80,53,84
73,54,84
77,54,84
79,54,84
80,54,84
73,55,84
77,55,84
78,55,84
79,55,84
80,55,84
73,56,84
74,56,84
73,57,84
74,57,84
