1,2,2,2,2577,0,155,54,23,400,119,0,566,0,2,3,5,1,0,1,4684,4,3,8,5000,1,1,4,30,3,3,0,0,2,1,0,1,1,1,1,0,1,1,1,1,1,0,60,0,1,1,8,0,0,0,69,1,1,3,2,0,0,4,3,2,1,0,0,1,1
1,3,2,1,1441,0,136,160,40,390,358,0,557,0,9,4,16,1,0,1,3649,12,2,19,5000,0,1,3,23,1,3,0,0,2,2,0,1,1,1,149,0,1,1,1,1,3,0,19,0,1,2,4,0,0,0,12,1,1,1,2,0,0,1,1,2,1,0,0,1,1
1,2,1,1,1282,0,200,25,22,1061,60,0,1366,0,2,3,7,1,0,1,2523,8,7,12,5000,0,2,1,28,3,2,0,0,1,1,0,1,1,1,42,0,1,1,1,2,11,0,210,0,1,1,2,0,0,0,36,1,1,1,59,0,0,1,1,2,1,0,0,2,1
1,2,1,2,1139,0,177,21,19,611,32,0,606,0,4,4,5,1,0,1,3298,5,3,5,5000,0,1,2,12,1,2,0,0,1,4,0,1,1,1,17,0,1,1,1,4,1,0,52,0,1,1,2,0,0,0,281,4,1,1,36,0,0,1,1,1,1,0,0,1,1
1,1,1,1,333,0,161,22,14,789,40,0,826,0,2,4,14,1,0,1,1524,8,3,9,5000,0,1,2,1,2,4,0,0,3,4,0,1,1,1,107,0,2,1,1,2,2,0,59,0,1,1,4,0,0,0,120,1,1,4,32,0,0,3,1,1,1,0,0,2,2
1,6,1,2,52,0,304,11,20,3447,22,0,1319,0,1,11,38,1,0,1,162,5,7,16,5000,0,1,3,2,2,2,0,0,3,8,0,1,0,1,142,0,1,1,1,2,1,0,18,0,1,1,4,0,0,0,270,2,2,1,57,0,0,1,2,1,1,0,0,1,1
1,3,1,1,106,0,194,11,21,2455,22,0,866,0,1,11,30,1,0,1,348,10,4,17,5000,0,1,6,3,5,5,0,0,3,5,0,1,0,1,35,0,3,1,2,5,5,0,145,0,1,1,6,0,0,0,1,2,1,1,1,0,0,1,2,2,2,0,0,1,1
1,9,1,1,54,0,460,8,41,4871,37,0,2328,0,5,62,80,1,0,1,178,19,5,33,5000,0,1,7,2,2,10,0,0,1,1,0,1,0,1,142,0,2,1,1,6,4,0,106,0,1,1,7,0,0,0,224,1,2,1,2,0,0,3,1,1,2,0,0,1,1
1,6,1,2,113,0,401,17,51,3383,41,0,1645,0,1,18,51,1,0,1,340,23,3,26,5000,0,4,4,10,1,17,0,0,2,2,0,1,0,1,339,0,1,2,1,17,2,0,117,0,1,1,9,0,0,0,54,5,1,2,2,0,0,1,1,1,1,0,0,1,1
1,2,1,1,410,0,117,24,9,525,19,0,498,0,3,1,14,1,0,0,2984,7,3,10,5000,0,2,6,2,2,2,0,0,2,2,0,1,0,1,125,0,1,1,2,6,4,0,1,0,2,1,2,0,0,0,54,4,1,1,1,0,0,1,1,1,1,0,0,1,1
1,5,1,1,197,0,98,28,17,385,31,0,352,0,1,2,18,1,0,0,1869,24,4,20,5000,0,1,1,6,1,5,0,0,3,4,0,1,0,1,707,0,1,1,1,2,1,0,3,0,2,1,15,0,0,0,695,1,1,2,70,0,0,1,3,1,1,0,0,1,1
1,2,0,1,184,0,96,9,2,489,16,0,341,0,6,3,4,1,0,0,1701,6,4,4,5000,0,1,1,3,3,1,0,0,3,4,0,1,0,1,1,0,3,1,1,15,7,0,1,0,3,1,1,0,0,0,134,1,1,1,26,0,0,1,1,1,1,0,0,1,1
1,3,0,1,65,0,70,13,8,734,18,0,342,0,1,5,6,1,0,0,1099,11,3,6,5000,0,1,2,2,3,2,0,0,2,6,0,1,0,1,4,0,3,1,1,1,5,0,921,0,2,1,1,0,0,0,30,1,1,1,10,0,0,2,6,1,1,0,0,1,1
0,1,0,1,46,0,127,36,35,883,32,0,401,0,4,9,18,1,0,0,691,29,12,21,5000,0,1,2,3,3,3,0,0,4,7,0,1,0,2,1,0,1,1,1,2,3,0,1227,0,1,1,1,0,0,0,6,1,1,1,2,0,0,1,5,1,1,0,0,1,1
0,5,0,1,118,0,154,6,13,2067,15,0,852,0,6,6,19,1,0,0,433,13,4,17,5000,0,2,2,4,5,3,0,0,1,5,0,1,0,1,142,0,1,1,1,2,1,0,435,0,1,1,7,0,0,0,3039,1,3,1,58,0,0,1,2,1,1,0,0,1,1
0,2,0,1,35,0,139,11,26,2829,37,0,842,0,2,10,33,1,0,0,320,27,8,38,5000,0,1,10,7,2,4,0,0,1,6,0,1,0,1,189,0,2,1,1,3,1,0,2082,0,1,1,19,0,0,0,619,1,1,1,37,0,0,1,13,1,1,0,0,1,2
0,5,0,1,273,0,198,12,50,4965,30,0,1013,0,1,13,95,1,0,0,845,28,29,47,5000,0,2,5,4,1,12,0,0,3,9,0,1,0,1,99,0,1,2,1,11,7,0,583,0,1,1,1,0,0,0,34,2,1,1,29,0,0,1,4,1,1,0,0,1,1
0,1,0,1,93,0,149,17,31,3710,26,0,1027,0,11,6,48,1,0,0,369,14,2,20,5000,0,1,4,4,15,6,0,0,3,2,0,1,0,1,1,0,1,1,1,9,11,0,101,0,1,1,6,0,0,0,49,1,1,8,78,0,0,1,1,1,1,0,0,0,1
0,1,0,3,25,0,106,70,32,607,65,0,230,0,1,1,52,1,0,0,891,65,6,38,5000,0,1,4,9,2,4,0,0,3,3,0,1,0,1,150,0,1,1,2,1,12,0,51,0,1,1,3,0,0,0,47,3,1,2,1,0,0,2,3,1,1,0,0,0,1
0,3,0,1,14,0,215,224,84,1020,163,0,426,0,1,13,133,1,0,0,67,259,5,137,5000,0,1,3,16,8,13,0,0,3,8,0,1,0,1,221,0,1,1,3,1,2,0,2502,0,1,1,2,0,0,0,3192,1,1,1,88,0,0,1,1,1,1,0,0,0,1
0,2,0,4,2428,0,1,3,1,642,4,0,164,0,16,1,3,1,0,0,2093,2,16,6,5000,0,3,2,2,3,1,0,0,2,4,0,1,0,1,93,0,1,1,1,1,1,0,901,0,1,1,3,0,0,0,449,1,1,1,52,0,0,1,2,0,1,0,0,0,1
0,2,0,2,688,0,11,3,2,2128,2,0,387,0,1,1,9,1,0,0,2693,2,2,4,5000,0,1,1,1,10,1,0,0,1,6,0,1,0,1,22,0,1,1,1,14,2,0,30,0,1,1,7,0,0,0,103,5,1,2,417,0,0,2,2,0,1,0,0,0,1
0,3,0,1,660,0,5,9,6,4845,2,0,1402,0,5,3,9,1,0,0,1362,6,9,11,5000,0,1,2,4,3,2,0,0,1,4,0,1,0,0,329,0,2,2,2,9,1,0,52,0,1,1,8,0,0,0,21,2,1,2,3,0,0,1,2,0,1,0,0,0,1
0,10,0,1,115,0,73,57,24,1202,19,0,460,0,2,3,22,2,0,0,818,64,12,33,5000,0,1,5,7,4,10,0,0,3,5,0,1,0,0,140,0,1,1,1,14,2,0,22,0,1,1,2,0,0,0,6,2,1,1,2,0,0,3,2,0,1,0,0,0,1
0,5,0,1,20,0,112,152,94,1816,42,0,607,0,7,6,48,1,0,0,322,241,4,127,5000,0,1,2,23,6,14,0,0,2,11,0,1,0,0,58,0,1,1,1,9,10,0,1,0,1,1,2,0,0,0,1,1,1,1,1,0,0,2,3,0,1,0,0,0,2
0,7,0,2,16,0,200,2,3,1491,125,0,597,0,1,1,104,1,0,0,62,2,13,5,5000,0,2,2,3,13,3,0,0,6,6,0,1,0,0,116,0,4,1,1,29,11,0,1230,0,1,1,2,0,0,0,280,2,1,1,2,0,0,1,2,0,1,0,0,0,1
0,4,0,2,322,0,3,6,14,4829,2,0,480,0,9,4,12,1,0,0,624,17,13,10,5000,0,1,3,7,2,14,0,0,2,3,0,1,0,0,188,0,3,1,2,16,1,0,113,0,2,2,2,0,0,0,314,1,1,1,1,0,0,4,6,0,1,0,0,0,1
0,8,0,5,59,0,109,96,100,3269,9,0,1054,0,16,4,44,1,0,0,333,121,22,68,5000,0,1,4,7,7,2,0,0,2,6,0,1,0,0,824,0,5,1,1,17,7,0,31,0,1,1,5,0,0,0,97,1,1,2,7,0,0,1,1,0,1,0,0,0,1
0,1,0,1,12,0,196,14,33,1958,77,0,651,0,1,5,87,1,0,0,116,35,3,32,5000,0,1,4,10,3,10,0,0,1,7,0,1,0,0,1296,0,1,1,1,3,7,0,11,0,1,1,2,0,0,0,822,3,2,1,95,0,0,1,2,0,1,0,0,0,1
0,2,0,1,24,0,123,98,64,3288,28,0,894,0,16,6,36,1,0,0,288,30,1,30,5000,0,1,2,1,6,13,0,0,4,8,0,1,0,0,765,0,1,1,1,2,11,0,6,0,2,1,1,0,0,0,230,1,16,1,68,0,0,1,2,0,1,0,0,0,1
0,6,0,1,17,0,214,1,1,654,138,0,361,0,2,1,34,1,0,0,179,43,1,1,5000,0,1,1,17,1,17,0,0,2,1,0,0,0,0,63,0,1,1,1,4,9,0,1,0,1,1,12,0,0,0,85,2,2,7,57,0,0,1,2,0,1,0,0,0,1
0,1,0,3,3577,0,1,1,62,123,2,0,79,0,2,1,3,1,0,0,286,43,12,1,5000,0,1,1,14,2,1,0,0,1,2,0,0,0,0,16,0,1,1,1,2,12,0,1,0,1,1,3,0,0,0,2683,1,1,1,2,0,0,4,7,0,1,0,0,0,1
0,4,0,1,2624,0,2,97,135,400,3,0,349,0,9,7,4,1,0,0,1740,1,15,31,5000,0,1,1,3,2,5,0,0,1,9,0,0,0,0,1,0,2,1,1,3,5,0,1,0,1,1,2,0,0,0,193,1,2,3,4,0,0,1,5,0,3,0,0,0,1
0,6,0,2,735,0,5,97,2,4181,129,0,597,0,3,6,45,2,0,0,2283,2,1,61,5000,0,1,3,6,9,15,0,0,2,8,0,0,0,0,1,0,4,2,1,4,19,0,1,0,0,1,1,0,0,0,113,9,2,1,156,0,0,2,1,0,3,0,0,0,1
0,1,0,2,5,0,186,1,1,965,167,0,430,0,2,1,62,1,0,0,219,1,9,2,5000,0,1,1,13,9,1,0,0,2,6,0,0,0,0,1,0,2,1,1,25,8,0,1131,0,0,1,1,0,0,0,162,4,3,3,66,0,0,1,2,0,1,0,0,0,1
0,3,0,3,24,0,281,2,3,314,2,0,354,0,15,1,6,1,0,0,46,1,17,5,5000,0,1,4,1,16,4,0,0,8,3,0,0,0,0,1,0,1,1,2,12,2,0,1062,0,0,1,1,0,0,0,2188,1,2,1,58,0,0,1,2,0,1,0,0,0,1
0,3,0,2,1039,0,5,35,2,1647,3,0,115,0,22,8,19,1,0,0,393,37,8,6,5000,0,2,2,3,7,9,0,0,4,8,0,0,0,0,1,0,1,1,1,11,4,0,1072,0,0,2,5,0,0,0,1912,1,2,2,23,0,0,1,3,0,1,0,0,0,1
0,6,0,2,758,0,5,90,24,2700,4,0,794,0,14,7,8,1,0,0,2138,61,4,3,5000,0,1,5,9,8,1,0,0,1,8,0,0,0,0,1,0,1,1,1,2,48,0,1,0,0,1,1,0,0,0,144,1,2,2,2,0,0,1,2,0,2,0,0,0,1
0,2,0,1,435,0,10,14,81,4461,2,0,979,0,10,1,10,2,0,0,1494,1,3,31,5000,0,1,4,4,10,3,0,0,1,6,0,0,0,0,213,0,3,1,2,3,35,0,1925,0,0,1,2,0,0,0,45,1,1,3,324,0,0,1,1,0,2,0,0,0,1
0,7,0,1,122,0,6,113,4,3345,39,0,188,0,7,1,30,1,0,0,613,3,47,45,5000,0,1,1,3,10,2,0,0,2,1,0,0,0,0,239,0,2,1,1,80,3,0,274,0,0,2,1,0,0,0,260,1,1,1,116,0,0,1,1,0,1,0,0,0,1
0,1,0,1,14,0,83,1,2,922,122,0,321,0,15,5,53,1,0,0,749,29,71,1,5000,0,1,1,32,1,17,0,0,2,1,0,0,0,0,533,0,1,1,1,15,1,0,411,0,0,2,2,0,0,0,390,2,1,1,23,0,0,2,2,0,1,0,0,0,1
0,4,0,2,10,0,221,28,29,1622,2,0,652,0,11,17,7,1,0,0,281,105,59,3,5000,0,1,3,58,10,20,0,0,2,2,0,0,0,0,297,0,1,1,1,6,40,0,1915,0,0,1,1,0,0,0,86,1,1,1,50,0,0,1,1,0,1,0,0,0,1
0,3,0,3,281,0,5,463,66,4647,4,0,391,0,12,10,13,1,0,0,345,18,1,2,5000,0,2,3,52,8,24,0,0,2,2,0,0,0,0,643,0,1,2,1,7,17,0,268,0,0,3,1,0,0,0,14,1,1,2,121,0,0,1,1,0,1,0,0,0,1
0,4,0,1,513,0,7,545,15,3970,4,0,983,0,3,10,4,2,0,0,1513,32,1,32,5000,0,1,1,38,1,1,0,0,2,8,0,0,0,0,243,0,1,1,1,4,1,0,88,0,0,1,2,0,0,0,10,1,1,1,1,0,0,2,12,0,1,0,0,0,1
0,4,0,5,193,0,6,505,37,4534,17,0,349,0,11,5,50,1,0,0,262,9,56,71,5000,0,1,4,1,4,13,0,0,4,1,0,0,0,0,710,0,1,1,1,1,18,0,119,0,0,1,5,0,0,0,13,1,3,1,393,0,0,1,20,0,1,0,0,0,1
0,5,0,3,29,0,144,490,87,3422,129,0,1127,0,10,4,78,1,0,0,697,17,43,15,5000,0,1,5,1,2,9,0,0,1,6,0,0,0,0,754,0,4,1,2,173,15,0,482,0,0,1,2,0,0,0,2,1,5,1,481,0,0,2,3,0,1,0,0,0,5
0,6,0,9,16,0,238,1,114,2111,11,0,809,0,2,3,45,1,0,0,151,35,1,25,5000,0,2,5,23,10,1,0,0,1,3,0,0,0,0,405,0,5,1,3,54,30,0,1004,0,0,1,3,0,0,0,1,9,2,1,591,0,0,2,2,0,1,0,0,0,3
0,3,0,6,94,0,94,1,93,3377,27,0,909,0,5,3,60,1,0,0,2648,32,15,9,5000,0,1,4,23,11,1,0,0,8,4,0,0,0,0,110,0,1,1,1,10,8,0,68,0,0,1,3,0,0,0,244,1,1,1,36,0,0,2,1,0,1,0,0,0,1
0,2,0,10,21,0,151,236,95,3240,1682,0,1120,0,2,6,8,1,0,0,358,1,24,25,5000,0,1,5,2,1,19,0,0,1,7,0,0,0,0,2054,0,3,1,1,16,25,0,40,0,0,1,5,0,0,0,222,1,3,1,5,0,0,6,1,0,1,0,0,0,1
0,7,0,11,3174,0,331,179,70,99,789,0,325,0,2,6,32,1,0,0,2545,2,2,14,5000,0,2,1,1,5,19,0,0,7,9,0,0,0,0,824,0,1,1,1,9,19,0,62,0,0,1,4,0,0,0,329,1,5,2,2,0,0,2,3,0,1,0,0,0,4
0,5,0,1,2811,0,301,87,75,104,584,0,177,0,7,9,33,1,0,0,3266,1,2,29,5000,0,1,1,10,7,1,0,0,1,5,0,0,0,0,215,0,1,1,1,3,20,0,53,0,0,1,6,0,0,0,391,1,6,2,2,0,0,1,1,0,1,0,0,0,6
0,6,0,2,3876,0,288,102,3,79,625,0,131,0,8,11,42,1,0,0,2180,25,3,1,5000,0,1,1,12,5,2,0,0,6,7,0,0,0,0,99,0,5,5,1,161,1,0,17,0,0,1,3,0,0,0,168,1,8,1,2,0,0,1,7,0,1,0,0,0,2
0,3,0,12,190,0,330,1,1,109,4,0,152,0,15,2,2,2,0,0,1088,18,18,22,5000,0,1,1,1,3,1,0,0,8,4,0,0,0,0,1043,0,1,1,2,26,1,0,2,0,0,2,4,0,0,0,104,1,4,4,1,0,0,2,10,0,1,0,0,0,1
0,14,0,4,2440,0,1,3,63,97,9,0,100,0,3,1,4,1,0,0,270,1,15,25,5000,0,1,1,2,6,18,0,0,4,2,0,0,0,0,3877,0,5,2,1,33,14,0,3,0,0,1,3,0,0,0,1354,1,1,3,2,0,0,2,5,0,1,0,0,0,1
0,1,0,5,3031,0,3,1,105,121,258,0,108,0,5,17,3,1,0,0,427,4,1,3,5000,0,1,1,9,5,14,0,0,1,2,0,0,0,0,1365,0,2,1,1,8,12,0,13,0,0,1,2,0,0,0,510,1,2,1,2,0,0,2,1,0,1,0,0,0,1
0,14,0,1,4596,0,207,47,1,86,262,0,123,0,24,6,44,1,0,0,251,20,1,5,5000,0,1,1,10,10,2,0,0,1,3,0,0,0,0,118,0,1,1,1,2,24,0,1,0,0,1,1,0,0,0,70,1,1,4,1,0,0,2,2,0,1,0,0,0,4
0,8,0,3,80,0,190,66,1,248,2,0,149,0,16,2,55,1,0,0,562,24,3,1,5000,0,1,1,1,5,1,0,0,1,3,0,0,0,0,59,0,1,1,2,6,6,0,2,0,0,1,2,0,0,0,113,1,4,7,3,0,0,1,1,0,1,0,0,0,1
0,11,0,1,86,0,1,1,3,242,2,0,170,0,12,2,2,1,0,0,206,1,2,17,5000,0,0,10,3,4,4,0,0,2,2,0,0,0,0,54,0,3,1,3,2,17,0,2,0,0,1,1,0,0,0,2583,1,4,4,2,0,0,1,1,0,1,0,0,0,1
0,1,0,3,405,0,3,6,5,250,2,0,37,0,17,4,5,1,0,0,99,4,10,50,5000,0,0,1,3,15,8,0,0,1,2,0,0,0,0,2,0,1,1,1,1,1,0,1,0,0,1,3,0,0,0,399,1,1,3,1,0,0,1,4,0,1,0,0,0,1
0,1,0,1,1610,0,5,5,68,352,1,0,70,0,19,5,4,1,0,0,396,3,10,1,5000,0,0,1,3,4,8,0,0,2,2,0,0,0,0,1,0,1,1,1,3,40,0,519,0,0,1,1,0,0,0,324,3,1,1,4,0,0,2,5,0,1,0,0,0,1
0,3,0,1,3246,0,193,9,91,721,111,0,130,0,32,8,4,1,0,0,971,15,16,1,5000,0,0,6,4,15,25,0,0,7,6,0,0,0,0,1,0,2,1,1,4,38,0,453,0,0,1,1,0,0,0,226,1,1,3,75,0,0,1,2,0,1,0,0,0,1
0,8,0,1,1055,0,276,7,6,3086,128,0,297,0,18,9,33,1,0,0,4176,26,15,4,5000,0,0,33,5,9,15,0,0,7,4,0,0,0,0,2,0,4,1,1,3,1,0,1,0,0,1,5,0,0,0,778,2,2,9,147,0,0,1,6,0,1,0,0,0,1
0,2,0,2,18,0,1,48,10,844,1,0,435,0,18,19,60,1,0,0,523,7,10,10,5000,0,0,1,5,23,9,0,0,5,5,0,0,0,0,1,0,1,2,1,1,24,0,575,0,0,2,3,0,0,0,59,1,2,2,236,0,0,1,1,0,1,0,0,0,1
0,2,0,1,27,0,7,63,14,913,2,0,415,0,19,11,1,2,0,0,46,4,8,7,5000,0,0,1,2,1,4,0,0,2,2,0,0,0,0,2,0,1,1,1,1,40,0,359,0,0,1,1,0,0,0,55,2,1,2,2,0,0,1,1,0,1,0,0,0,1
0,3,0,1,179,0,11,10,13,1877,2,0,180,0,10,8,9,1,0,0,71,11,6,21,5000,0,0,1,442,1,11,0,0,1,6,0,0,0,0,3,0,1,2,1,2,1,0,195,0,0,1,3,0,0,0,107,1,1,1,1,0,0,2,1,0,1,0,0,0,1
0,2,0,1,322,0,21,15,30,1105,4,0,61,0,12,9,15,1,0,0,118,14,4,35,5000,0,0,1,275,10,9,0,0,3,13,0,0,0,0,1,0,3,2,1,1,6,0,125,0,0,1,9,0,0,0,155,2,3,1,188,0,0,2,2,0,2,0,0,0,1
0,3,0,1,458,0,249,425,35,3004,2,0,333,0,14,2,10,1,0,0,3051,19,2,2,5000,0,0,3,129,1,4,0,0,2,1,0,0,0,0,268,0,2,2,1,2,2,0,1,0,0,1,1,0,0,0,25,1,1,1,134,0,0,1,1,0,1,0,0,0,1
0,11,0,1,448,0,272,460,59,3537,55,0,616,0,14,2,44,2,0,0,2073,23,4,8,5000,0,0,4,75,12,12,0,0,6,19,0,0,0,0,196,0,2,6,2,1,1,0,644,0,0,1,1,0,0,0,12,1,3,1,76,0,0,1,1,0,2,0,0,0,1
0,6,0,1,116,0,20,400,77,2247,99,0,374,0,1,3,39,1,0,0,829,29,2,7,5000,0,0,2,109,9,8,0,0,2,1,0,0,0,0,208,0,1,3,1,1,1,0,117,0,0,1,1,0,0,0,11,1,1,3,1,0,0,1,1,0,2,0,0,0,1
0,9,0,1,15,0,32,339,41,1542,2,0,688,0,2,3,4,2,0,0,660,28,6,35,5000,0,0,2,128,4,14,0,0,5,1,0,0,0,0,341,0,1,1,3,22,10,0,56,0,0,1,3,0,0,0,14,1,3,2,366,0,0,1,1,0,3,0,0,0,1
0,6,0,2,17,0,54,647,52,939,6,0,465,0,15,4,21,1,0,0,34,27,11,21,5000,0,0,3,59,12,6,0,0,3,17,0,0,0,0,1111,0,2,2,1,37,9,0,72,0,0,1,54,0,0,0,8,1,1,1,119,0,0,4,1,0,1,0,0,0,1
0,4,0,3,291,0,55,917,78,3849,5,0,414,0,1,1,12,1,0,0,223,33,4,29,5000,0,0,3,78,1,6,0,0,3,22,0,0,0,0,1028,0,4,1,1,19,7,0,1,0,0,1,4,0,0,0,1,1,1,1,104,0,0,5,1,0,1,0,0,0,1
0,6,0,1,300,0,145,395,96,4834,12,0,250,0,1,3,54,2,0,0,1533,15,35,31,5000,0,0,3,52,1,18,0,0,3,1,0,0,0,0,4,0,3,1,1,2,1,0,454,0,0,1,2,0,0,0,203,2,1,1,49,0,0,1,1,0,1,0,0,0,1
0,14,0,1,227,0,150,540,101,4652,23,0,522,0,12,2,40,1,0,0,1076,8,27,35,5000,0,0,4,31,3,6,0,0,1,12,0,0,0,0,1,0,1,3,1,1,1,0,79,0,0,1,2,0,0,0,152,1,1,2,1,0,0,2,1,0,1,0,0,0,1
0,2,0,1,197,0,264,557,82,2365,25,0,748,0,26,5,52,1,0,0,1307,8,53,39,5000,0,0,8,36,3,23,0,0,2,9,0,0,0,0,1,0,1,2,2,90,1,0,142,0,0,2,1,0,0,0,4,1,1,1,4,0,0,1,10,0,1,0,0,0,1
0,9,0,2,164,0,229,387,116,1699,14,0,454,0,1,4,71,1,0,0,1046,5,40,40,5000,0,0,2,3,5,6,0,0,3,1,0,0,0,0,613,0,1,13,2,18,9,0,36,0,0,1,3,0,0,0,4,1,1,3,431,0,0,3,1,0,1,0,0,0,1
0,26,0,3,38,0,154,370,156,1959,61,0,696,0,8,1,63,2,0,0,1153,10,131,42,5000,0,0,1,3,5,28,0,0,5,2,0,0,0,0,1365,0,1,3,1,12,12,0,176,0,0,1,2,0,0,0,1,1,4,2,255,0,0,1,2,0,1,0,0,0,1
0,12,0,4,20,0,260,2,69,1948,89,0,723,0,11,4,42,1,0,0,677,17,1,12,5000,0,0,1,1,16,1,0,0,4,4,0,0,0,0,634,0,3,3,2,4,15,0,25,0,0,1,11,0,0,0,643,1,2,1,57,0,0,1,2,0,1,0,0,0,1
0,11,0,1,15,0,191,1,93,2197,21,0,830,0,3,1,67,1,0,0,441,7,1,7,5000,0,0,1,33,13,1,0,0,3,2,0,0,0,0,855,0,3,10,2,186,2,0,12,0,0,1,3,0,0,0,118,1,9,1,30,0,0,2,4,0,4,0,0,0,1
0,9,0,5,18,0,134,306,100,825,37,0,450,0,4,1,62,1,0,0,52,13,110,7,5000,0,0,1,33,6,28,0,0,2,3,0,0,0,0,2,0,1,5,6,21,1,0,18,0,0,1,1,0,0,0,128,1,5,1,396,0,0,5,2,0,1,0,0,0,1
0,5,0,9,38,0,130,343,55,2169,1025,0,808,0,3,11,12,1,0,0,1111,18,2,5,5000,0,0,2,2,4,1,0,0,12,7,0,0,0,0,2173,0,1,1,1,14,2,0,27,0,0,2,4,0,0,0,7,1,3,1,3,0,0,1,1,0,1,0,0,0,1
0,12,0,3,17,0,125,1,111,2917,1041,0,1127,0,3,1,10,1,0,0,468,14,3,10,5000,0,0,1,27,5,26,0,0,11,17,0,0,0,0,1973,0,2,1,2,20,2,0,4,0,0,1,2,0,0,0,4,1,13,2,529,0,0,1,1,0,1,0,0,0,1
0,8,0,3,1538,0,168,3,2,53,878,0,112,0,6,9,8,1,0,0,485,28,2,19,5000,0,0,2,1,24,26,0,0,26,32,0,0,0,0,581,0,1,1,1,2,59,0,7,0,0,1,2,0,0,0,8,1,7,2,878,0,0,1,3,0,1,0,0,0,1
0,13,0,4,2067,0,301,270,81,38,576,0,130,0,12,10,10,1,0,0,823,2,82,10,5000,0,0,1,2,15,2,0,0,35,17,0,0,0,0,4159,0,1,1,2,17,40,0,3,0,0,1,4,0,0,0,3,1,2,3,81,0,0,3,3,0,1,0,0,0,1
0,4,0,1,3707,0,125,1,129,83,1357,0,277,0,15,1,7,1,0,0,2267,25,192,11,5000,0,0,1,3,7,14,0,0,1,3,0,0,0,0,2434,0,2,2,3,148,15,0,10,0,0,1,6,0,0,0,2,1,7,4,33,0,0,2,2,0,1,0,0,0,1
0,9,0,2,2472,0,190,1,1,49,1399,0,81,0,19,2,16,1,0,0,1245,57,1,24,5000,0,0,3,25,25,28,0,0,3,1,0,0,0,0,220,0,1,1,5,99,23,0,4,0,0,1,2,0,0,0,1,1,6,3,24,0,0,1,3,0,1,0,0,0,1
0,3,0,1,1420,0,254,225,5,46,744,0,69,0,17,1,6,1,0,0,723,2,2,15,5000,0,0,1,29,18,3,0,0,4,5,0,0,0,0,412,0,6,1,3,15,11,0,1,0,0,0,1,0,0,0,2379,1,6,1,5,0,0,1,1,0,1,0,0,0,1
0,6,0,1,864,0,176,279,102,70,1124,0,89,0,16,6,9,1,0,0,506,2,1,21,5000,0,0,2,1,22,2,0,0,20,6,0,0,0,0,2587,0,3,1,1,11,4,0,1,0,0,0,1,0,0,0,1669,1,6,3,4,0,0,1,3,0,1,0,0,0,1
